hsi_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,vomitoxin_ppb
imagoai_corn_249,0.4701126224127886,0.4783266769106291,0.4619329078543455,0.4716888468986546,0.459935887344862,0.4400182659321448,0.4462909661133345,0.4445266605562928,0.4245471704653689,0.4254218570919933,0.4270191916777882,0.4358064873477309,0.4098636481563922,0.412863120975964,0.4212549078604083,0.3896744314247615,0.4030073002238546,0.3972990406795113,0.4015782305356259,0.3927747531806191,400.0
imagoai_corn_433,0.3802744545154924,0.3856673030090956,0.3626282497488419,0.3598846350490405,0.3913110639956184,0.3602911376015119,0.3447363832857178,0.3487692195798285,0.3428845508785219,0.3589119704096672,0.3297146014948408,0.3299912019634858,0.3419507247787093,0.3189606612579441,0.3336116733998794,0.3394985710475304,0.306189907519009,0.3210368002377237,0.3045700688236368,0.3109449778456595,200.0
imagoai_corn_19,0.4445751584479263,0.4328892662738046,0.4226036726260515,0.4355524323446431,0.4060205200696332,0.3766926991254134,0.3940952920219481,0.397655454697167,0.3890304240132683,0.3831905750111723,0.37249441473539,0.3720437717725445,0.3687687922270711,0.3481429503783778,0.3554112820679439,0.3514639594608452,0.351462530802743,0.3558663371513432,0.3571586058126918,0.3441675124062703,0.0
imagoai_corn_322,0.3676815589054679,0.3775498708654037,0.3737045986477811,0.3875720989800053,0.3494425005473424,0.3593059916094445,0.3513348574758997,0.3570119085215654,0.3213571760659906,0.356193474710224,0.3331292480169183,0.3393205016781673,0.3416508437647398,0.3331208385620418,0.3202527986154732,0.3279628587466116,0.3181036824594732,0.3043631501396179,0.2980453596040167,0.3146565071556169,100.0
imagoai_corn_332,0.4871945136775146,0.50592201611979,0.4861433944852651,0.4672505813051121,0.4863890095872608,0.4482367773578746,0.4620918878829885,0.4438957032758982,0.4311446532273892,0.4226860339680329,0.4150839944560246,0.4282996977445712,0.4166867033418868,0.4147371276127245,0.4092630875928595,0.3975389402315354,0.4067445809260908,0.4179974368739229,0.4183080698780902,0.3898052201267526,570.0
imagoai_corn_56,0.3902238562078473,0.3774514829292251,0.3787024025724054,0.3577948101166053,0.3470334262367617,0.3596532230429901,0.3346066391275269,0.3449813727023138,0.3386276272847373,0.3344456985841084,0.3364439495667657,0.3228069108003945,0.3316977107531616,0.3181316918756644,0.3396315992398044,0.3222748218624366,0.3146618908745562,0.3232312019461204,0.3179151505631891,0.3304437072702484,200.0
imagoai_corn_301,0.3735799239812062,0.396137962684126,0.3751266290730151,0.3839165486196125,0.3501269659693444,0.3280373845027539,0.3402028289823302,0.3386481963961205,0.3110988123895196,0.3179854783066282,0.3187915724151405,0.303975721914669,0.3128623921819689,0.3050322849724238,0.3007488269971315,0.3134837239076167,0.2897826303859165,0.2967988539602571,0.2824989217148203,0.2776076080501212,300.0
imagoai_corn_229,0.4296637940790871,0.4145305357631736,0.4029737898173922,0.3920835074109304,0.4054436201841768,0.3897946357475831,0.3968700657758228,0.3767880059752722,0.373881605306775,0.371578057946425,0.3731965669376575,0.3639202380360915,0.3639608103704462,0.3638073128824476,0.3290591455427489,0.3653037392440298,0.3749956250228044,0.3611790300133074,0.3576514162842852,0.3652189887615036,200.0
imagoai_corn_132,0.4078316941421767,0.3940366913999337,0.4180470922826742,0.3850673661332054,0.3582551857220014,0.366324900239019,0.3460946536309577,0.3512881813019129,0.3626455113069197,0.3472189206476032,0.3607616970001702,0.332308551403267,0.3278162592593862,0.3286229733094666,0.3058782558539869,0.3221771987381882,0.3301031743636314,0.3266019736894188,0.3006339712207245,0.3152163591019092,1300.0
imagoai_corn_137,0.48167866232257,0.4574606000994653,0.4713572465737728,0.4465216787798047,0.4442880489321862,0.4455539033435621,0.4412246769023802,0.458452605954786,0.4368346313377997,0.4156610128165558,0.4189247067404475,0.4195435491305399,0.409984554808637,0.4011033946171601,0.4038418545707753,0.3945115218613327,0.3801969546310698,0.379070232421648,0.3863388627184737,0.3683705301047978,740.0
